TRAIN,RNN_15,RNN_30,RNN_60,LSTM_15,LSTM_30,LSTM_60,SLSTM_15,SLSTM_30,SLSTM_60,BLSTM_15,BLSTM_30,BLSTM_60,GRU_15,GRU_30,GRU_60,
12_Sam,16.798296,28.507053,46.901435,28.921479,26.824604,48.410337,14.0454,25.826998,60.671725,15.500222,26.59017,44.985633,16.586368,26.973013,47.007415,인슐 탄수 0만 입력 되어있음 
13_Sam,11.394905,19.292861,32.469367,12.399322,22.679588,36.521938,11.149037,18.440511,27.154056,12.055851,20.138866,30.139123,10.369602,17.731447,30.850274,인슐 탄수 0만 입력 되어있음 
14_Sam,14.381466,25.062284,38.514923,14.545856,25.358618,37.320919,13.801541,23.742367,35.796529,17.282722,25.099848,37.254988,14.880934,23.369537,34.926503,인슐 탄수 0만 입력 되어있음 
15_Sam,14.765472,24.240745,33.3266,14.924237,22.373728,31.88041,14.598076,34.259752,31.490358,17.16786,23.600324,33.131451,15.113091,23.657234,32.176599,인슐 탄수 0하고 제대로된 값하고 섞여있음
16_Sam,10.813225,16.09795,25.27482,10.12358,14.451291,22.426747,10.421719,15.542512,21.954511,11.95538,16.957831,24.565878,10.650756,18.927746,24.55182,인슐 탄수 0하고 제대로된 값하고 섞여있음
17_Sam,17.694295,28.432764,43.732451,19.495415,28.333946,44.693194,21.4396,35.980226,43.222225,18.814755,30.172882,50.701918,17.677967,29.602746,44.161987,인슐 탄수 0만 입력 되어있음 
18_Sam,17.704169,29.904854,47.559649,20.519614,28.512657,52.123815,17.665177,30.317215,47.131002,17.220906,30.781138,47.022344,18.020437,28.733085,46.664596,인슐 탄수 0만 입력 되어있음 
19_Sam,10.637976,20.015859,34.023466,9.224993,18.673904,35.122236,8.82063,17.668557,26.36018,9.597961,19.198907,29.737045,9.720106,18.354545,30.643637,인슐 탄수 0만 입력 되어있음 
20_Sam,,,,,,,,,,,,,,,,데이터 너무 적음 
21_Sam,19.793247,30.710508,46.571117,18.105884,33.881926,49.297704,19.343685,43.78171,43.130821,20.195804,27.623361,44.036408,17.106876,26.714294,46.551046,495/인슐 탄수 0하고 제대로된 값하고 섞여있음 / 마지막 인덱스 삭제
22_Sam,13.985843,21.325447,27.417383,15.090299,21.679922,29.409093,14.826685,29.334704,31.539931,15.895451,21.794907,29.132783,14.604064,21.752875,30.280128,1965/인슐 탄수 0만 입력 되어있음 
23_Sam,10.090096,14.424359,20.215173,10.068611,14.71752,18.877453,9.94765,12.977322,20.673234,8.923536,14.596257,19.630556,10.100909,13.583052,18.721657,1398/인슐 탄수 0하고 제대로된 값하고 섞여있음
24_Sam,11.378052,20.078617,29.366814,11.53341,16.28839,21.389132,8.127388,14.249788,21.328555,9.764798,16.112522,20.741677,9.436944,16.279931,22.904434,553/인슐린 X 탄수화물만 (2번)
25_Sam,6.856735,10.356399,17.239347,5.996767,9.710811,16.340583,6.744352,10.507839,16.123321,6.588815,10.462887,16.040639,6.771078,10.266027,16.553126,2055/인슐 탄수 0하고 제대로된 값하고 섞여있음
26_Sam,11.2906,17.599835,25.98095,10.06612,16.635011,24.781048,10.363761,17.937758,23.706315,12.458579,18.879695,25.544095,10.694229,17.554851,25.100184,1143/인슐 탄수 0만 입력 되어있음
27_Sam,11.72163,16.079816,24.162455,13.556405,16.448223,24.615278,12.44908,15.47162,23.050731,13.502603,16.175793,24.614955,11.789967,17.01136,23.018373,2010/인슐 탄수 0만 입력 되어있음
28_Sam,12.382455,19.567157,28.492999,13.250717,22.372817,28.528443,12.132866,19.20069,31.539462,11.337866,22.26951,28.902352,11.809593,19.051716,29.140857,2168/인슐 탄수 0하고 제대로된 값하고 섞여있음
29_Sam,14.759893,22.054589,39.196686,14.522932,23.083098,43.241662,13.404057,19.434694,35.032885,14.765021,20.51613,37.571062,13.283748,21.666501,37.928018,685/인슐 탄수 0만 입력 되어있음
30_Sam,12.161885,21.735248,36.146398,12.389817,20.33412,39.638969,11.158761,23.135635,34.59898,12.340422,20.061469,37.122179,13.750804,22.195594,34.910357,1242/인슐 탄수 0만 입력 되어있음
31_Sam,12.188812,22.155345,36.685921,12.246317,20.398963,33.541475,11.019589,20.222225,38.497113,15.680133,24.358527,34.459667,11.455477,21.734696,36.708577,1453/인슐 탄수 0만 입력 되어있음
32_Sam,14.040758,24.395376,40.278482,15.372684,23.279904,40.481267,14.694505,24.357974,48.691532,17.807381,25.287172,38.757321,14.506541,24.518578,38.573117,2003/인슐 탄수 0하고 제대로된 값하고 섞여있음
33_Sam,10.325107,18.719147,30.907609,10.290163,17.39474,32.809427,9.489819,16.173859,30.13897,9.965687,18.769006,30.555855,9.842977,18.151157,30.771867,1415/인슐 탄수 0하고 제대로된 값하고 섞여있음
34_Sam,17.211562,28.686561,40.763241,17.211562,28.686561,40.763241,20.483542,36.262458,44.085928,17.226698,27.747432,40.442204,19.032998,29.870435,41.054128,1295/인슐 탄수 0만 입력 되어있음
35_Sam,16.462791,27.073302,40.794539,17.766325,28.031988,37.225214,17.825753,28.943974,38.534273,17.482746,27.899736,38.013513,17.220324,28.091918,40.039876,2014/인슐 X 탄수화물만 (2번)
36_Sam,10.6311,21.076735,36.618936,10.748541,22.787525,33.641533,9.016557,21.883302,41.967872,9.951625,18.929175,40.276695,10.013864,19.514821,36.799427,1710/인슐 탄수 0만 입력 되어있음
37_Sam,8.820283,14.669216,23.395049,9.517347,14.230448,23.303015,8.242125,14.519269,22.933717,8.39873,14.233061,22.724761,8.630087,13.907028,22.064622,2053/인슐 탄수 0만 입력 되어있음
38_Sam,14.793956,23.689061,35.771303,14.961846,23.544706,35.617051,14.167188,24.729728,37.265898,17.751865,23.849782,34.625675,15.249408,24.428782,33.10595,1485/인슐 탄수 0만 입력 되어있음
39_Sam,12.152689,23.045757,42.230887,10.568072,21.904269,43.039111,10.201052,18.159909,38.289994,11.3621,22.270886,41.641392,11.33284,22.876454,40.012307,1473/인슐 탄수 0만 입력 되어있음
40_Sam,12.371118,19.652563,30.420135,12.658415,20.182972,28.930639,18.827387,19.851074,29.589963,12.165459,20.148273,29.042679,12.512535,19.81532,29.386963,1874/인슐 탄수 0만 입력 되어있음/6/20
41_Sam,10.976481,15.513531,21.3878,11.406319,16.230621,21.022703,11.351613,15.545305,22.225955,10.767413,15.846488,21.751338,10.655582,15.68385,21.542491,1947/인슐 X 탄수화물만 (2번)
42_Sam,14.152914,25.705606,42.425465,14.449111,24.063705,43.46028,14.474239,22.087019,35.052747,13.530761,26.113449,44.521646,17.371168,26.677964,42.60626,1147/인슐 탄수 0만 입력 되어있음/15/13
PASS,,,,,,,,,,,,,,,,90/인슐 탄수 0만 입력 되어있음/2/1
44_Sam,8.53245,15.012941,25.224841,9.131063,14.830033,26.828997,9.019026,18.215783,24.603079,8.750703,16.240428,25.453616,8.166796,14.650682,25.581432,1307/인슐 탄수 0만 입력 되어있음/19/14
PASS,,,,,,,,,,,,,,,,24/인슐 탄수 0만 입력 되어있음/4/3/전부 교정
46_Sam,11.551055,19.116993,29.691115,11.506433,22.464603,35.79278,11.439421,18.7617,33.641082,11.450884,20.123788,31.65974,11.295587,19.044473,31.093885,2053/인슐 탄수 0만 입력 되어있음/22/24
47_Sam,12.085407,20.06685,36.158497,12.407139,21.250712,39.74642,13.104115,19.17379,36.69677,11.716332,25.858515,33.989166,12.009139,20.70499,35.016557,2054/인슐 탄수 0만 입력 되어있음/19/11
48_Sam,10.63782,20.167437,32.147401,9.059866,16.957351,30.007616,10.944752,16.811985,34.937458,9.718648,18.481657,28.385217,9.83107,18.928723,32.658225,1179/인슐 탄수 0만 입력 되어있음/11/16
49_Sam,16.79114,27.855369,40.127266,16.035405,25.447306,41.095977,15.489116,25.869809,44.858386,15.909945,28.738008,40.46944,16.976569,27.531532,39.707298,1924/인슐 탄수 0만 입력 되어있음/16/9
50_Sam,10.994186,20.540981,35.116406,11.035858,19.938648,38.712321,10.188615,18.746858,33.210129,11.421739,19.660376,35.119811,10.987469,20.914549,37.127321,1744/인슐 탄수 X
51_Sam,10.524022,18.82733,30.991475,10.0426,23.340097,29.033708,9.38952,17.645016,30.173466,10.283232,19.245191,29.909483,9.712543,17.754256,31.946179,2018/인슐 탄수 0하고 제대로된 값하고 섞여있음/22/11
52_Sam,13.301654,22.532761,41.063071,12.810386,21.671327,36.594914,13.480064,37.057768,37.812235,12.068248,21.642245,37.115581,12.356736,21.525822,37.758692,1305/인슐 탄수 0만 입력 되어있음/16/10
53_Sam,12.268515,21.528719,35.438323,11.29814,19.617324,30.367148,11.342443,18.070885,30.15901,11.788547,19.628095,30.716065,10.793778,20.10401,32.591145,997/인슐 탄수 0만 입력 되어있음/13/10
54_Sam,10.714909,21.080016,37.959033,15.246533,19.81275,38.073196,11.679612,17.983771,34.273233,9.209483,19.643196,37.94574,10.160824,19.54085,35.564496,1448인슐 탄수 0만 입력 되어있음/16/25
55_Sam,10.204542,19.422357,32.671537,9.456134,17.711491,36.082933,14.151974,17.431614,28.530657,11.864826,18.742069,30.938137,9.762341,18.860769,32.135749,1968/인슐 X 탄수화물만 (16번)
RMSE,12.57339278,21.00173904,33.29995763,12.98132502,21.19604567,33.44715757,12.7298481,21.31438786,32.84051627,12.94103976,20.99892335,32.61943063,12.42109088,20.63734437,32.55840533,
