TRAIN,RNN_15,RNN_30,RNN_60,LSTM_15,LSTM_30,LSTM_60,SLSTM_15,SLSTM_30,SLSTM_60,BLSTM_15,BLSTM_30,BLSTM_60,GRU_15,GRU_30,GRU_60,
29_Sam,13.584319,21.621849,37.647438,14.651722,22.315447,39.929005,12.403232,17.547901,33.374855,14.101735,19.493048,36.284687,14.296753,16.664753,34.830109,685/인슐 탄수 0만 입력 되어있음
30_Sam,11.553048,19.268982,34.345623,10.545871,17.627146,43.342857,9.118224,15.952553,27.648979,10.825847,17.912703,29.289576,11.148203,18.017414,29.609346,1242/인슐 탄수 0만 입력 되어있음
31_Sam,12.060823,21.975481,38.153118,11.399976,21.185669,34.927792,14.145419,20.022358,36.826527,11.086737,19.432623,37.865559,11.513779,19.68935,35.689247,1453/인슐 탄수 0만 입력 되어있음
32_Sam,14.545664,24.920618,37.96936,15.934997,37.365955,38.392765,14.080367,23.882507,35.492584,16.45639,25.773586,34.168507,15.992119,23.522263,38.410408,2003/인슐 탄수 0하고 제대로된 값하고 섞여있음
33_Sam,10.257586,18.134018,28.669378,11.180026,17.241697,28.374918,9.893449,16.006081,25.271954,10.68031,15.897088,25.793188,9.706061,17.646736,27.687696,1415/인슐 탄수 0하고 제대로된 값하고 섞여있음
34_Sam,18.757851,28.482912,43.611549,17.576654,27.761284,42.381054,18.823141,27.372501,38.523693,16.138874,27.319923,43.566509,17.236288,29.450994,39.480701,1295/인슐 탄수 0만 입력 되어있음
35_Sam,,,,,,,,,,,,,,,,2014/인슐 X 탄수화물만 (2번)
36_Sam,9.74645,18.848469,33.415367,9.870121,17.964121,31.346773,7.899067,16.397413,25.142237,8.939526,14.458326,29.217434,9.088496,19.547535,31.200336,1710/인슐 탄수 0만 입력 되어있음
37_Sam,8.501459,14.191527,22.35465,8.378722,14.224647,21.583525,7.82166,13.443004,19.856964,8.067162,13.840611,21.798435,8.05748,13.770202,20.947203,2053/인슐 탄수 0만 입력 되어있음
38_Sam,15.929533,23.669949,36.207794,16.776825,24.367233,32.36087,23.874056,23.316269,33.439472,14.989041,22.653336,33.299328,14.752606,22.774656,31.819082,1485/인슐 탄수 0만 입력 되어있음
39_Sam,10.97558,20.865784,37.272079,10.940349,22.019997,34.962734,9.864561,18.759474,31.844162,10.497075,18.789997,35.787743,10.325076,19.957012,34.871262,1473/인슐 탄수 0만 입력 되어있음
40_Sam,12.785694,19.362251,30.919464,12.71273,19.527189,30.616865,18.688057,21.836596,30.158693,12.140561,18.550791,30.213377,12.194103,19.203196,29.96624,1874/인슐 탄수 0만 입력 되어있음/6/20
41_Sam,,,,,,,,,,,,,,,,1947/인슐 X 탄수화물만 (2번)
42_Sam,13.620024,23.409624,37.491776,11.589891,23.813501,35.601673,9.433826,13.823858,25.95742,9.517789,16.204641,40.85379,11.003539,16.960131,32.572704,1147/인슐 탄수 0만 입력 되어있음/15/13
PASS,,,,,,,,,,,,,,,,90/인슐 탄수 0만 입력 되어있음/2/1
44_Sam,8.30473,14.790133,24.573942,8.205619,13.530696,22.969646,10.596264,15.600931,22.38398,8.414963,14.397284,21.999424,7.905639,14.058207,23.679678,1307/인슐 탄수 0만 입력 되어있음/19/14
PASS,,,,,,,,,,,,,,,,24/인슐 탄수 0만 입력 되어있음/4/3/전부 교정
46_Sam,11.759384,19.254143,31.561409,12.758095,20.411104,25.160391,11.596724,17.796116,25.405256,11.301263,19.54038,26.098021,11.80697,17.351692,31.614162,2053/인슐 탄수 0만 입력 되어있음/22/24
47_Sam,11.353538,20.235247,31.759235,12.031695,19.209164,33.29771,12.071377,19.089115,32.26474,13.449832,27.706619,37.32032,11.914399,21.510849,34.065647,2054/인슐 탄수 0만 입력 되어있음/19/11
48_Sam,10.267706,18.628567,30.941689,12.429745,13.282413,27.198263,24.026995,13.342371,24.437315,7.7613,14.961009,28.693947,8.809293,15.904428,29.071161,1179/인슐 탄수 0만 입력 되어있음/11/16
49_Sam,16.909081,30.035711,42.184101,16.483603,30.596613,41.007069,20.071722,26.462774,44.831814,16.535137,27.92852,42.12682,16.710316,28.680408,41.73938,1924/인슐 탄수 0만 입력 되어있음/16/9
50_Sam,,,,,,,,,,,,,,,,1744/인슐 탄수 X
51_Sam,10.048421,18.780127,30.368135,10.767613,17.61182,30.280245,8.981974,17.552193,26.602715,9.795324,19.21373,31.367651,9.583354,17.272919,28.75194,2018/인슐 탄수 0하고 제대로된 값하고 섞여있음/22/11
52_Sam,12.919499,22.259056,34.296112,12.782074,20.306763,31.232168,12.257738,21.340189,31.242332,13.317685,18.695595,35.638378,12.807047,20.417055,30.728849,1305/인슐 탄수 0만 입력 되어있음/16/10
53_Sam,12.115444,21.203369,35.930527,10.093279,17.043184,29.942158,9.845582,16.830462,30.881826,9.867613,17.645239,28.626314,10.81813,19.38117,30.854088,997/인슐 탄수 0만 입력 되어있음/13/10
54_Sam,10.28686,20.179382,36.023277,11.58789,15.570316,31.990471,9.303087,18.523901,36.152985,9.659794,18.705948,33.222069,9.742909,17.338326,35.064434,1448인슐 탄수 0만 입력 되어있음/16/25
55_Sam,11.878278,18.848679,31.80229,9.904324,19.21278,34.353584,9.791324,21.522749,30.414133,9.867972,20.805483,31.741852,10.055172,17.645344,30.774973,1968/인슐 X 탄수화물만 (16번)
RMSE,12.74253051,20.80954556,32.56988209,12.54967228,19.77265667,30.65437937,12.10105351,19.21740105,29.90232523,12.45069381,19.89047251,30.10342807,12.23771077,19.85937063,30.92693907,
